Ticker,Type
AADX,Big Move
ABCL,Pullback
ACVA,Big Move
ADTN,Big Move
AENT,Big Move
AEYE,Big Move
AFRM,Big Move
AGPU,Big Move
AGRO,Pullback
ALKT,Big Move
ANET,Big Move
ARCT,Pullback & Big Move
ARW,Big Move
ATEC,Big Move
AUDC,Big Move
AVT,Big Move
BBWI,Big Move
BDC,Big Move
BE,Big Move
BETA,Big Move
BGSI,Big Move
BHE,Big Move
BKKT,Pullback
BTCT,Pullback
BTDR,Pullback
BW,Big Move
CAL,Big Move
CDW,Big Move
CHA,Pullback
CHRN,Big Move
CIFR,Big Move
CLF,Pullback
CLFD,Big Move
CLS,Big Move
CLSK,Big Move
CNXC,Pullback
COIN,Pullback
CPRI,Big Move
CRSR,Big Move
DELL,Big Move
DSGX,Big Move
DXYZ,Pullback
EAF,Big Move
EBS,Big Move
EDRY,Big Move
EFOR,Pullback
EROC,Big Move
EWTX,Pullback
FEIM,Big Move
FGL,Big Move
FISV,Big Move
FIVE,Pullback
FIX,Big Move
FLEX,Big Move
FPS,Big Move
FRHC,Pullback
FTH,Pullback
GAUZ,Big Move
GCO,Big Move
GOLD,Big Move
GPRK,Pullback
HDB,Big Move
HIMX,Big Move
HIVE,Pullback
HNST,Pullback
HPE,Big Move
HPQ,Big Move
HTFL,Big Move
HUT,Big Move
IAUX,Pullback
IBEX,Big Move
IESC,Big Move
IMRN,Pullback
INSP,Big Move
IOVA,Big Move
IT,Big Move
JBL,Big Move
JILL,Big Move
KE,Big Move
KRRO,Big Move
LGHL,Big Move
LGN,Big Move
M,Big Move
MDXH,Pullback
MEI,Big Move
MF,Big Move
MOD,Big Move
MRNA,Big Move
MTN,Big Move
MWH,Big Move
MXL,Big Move
NAKA,Big Move
NCI,Pullback
NET,Pullback
NOW,Pullback
NSIT,Big Move
NTAP,Big Move
NTGR,Big Move
NTSK,Pullback
NVCT,Big Move
NXTT,Big Move
OABI,Pullback
ODD,Big Move
ON,Big Move
OPFI,Big Move
ORCL,Pullback
PENG,Big Move
PLSE,Pullback
PMI,Big Move
POWI,Big Move
PPIH,Big Move
PURR,Pullback & Big Move
PWR,Big Move
REAX,Big Move
RIOT,Pullback
RSKD,Pullback
SANM,Big Move
SBET,Big Move
SCSC,Pullback
SEI,Big Move
SG,Big Move
SHAZ,Big Move
SII,Big Move
SIMO,Big Move
SITM,Big Move
SMCI,Big Move
SMTC,Big Move
SNX,Big Move
SOC,Big Move
SPSC,Pullback & Big Move
STRL,Big Move
SWMR,Big Move
SYNA,Big Move
TASK,Big Move
TBCH,Big Move
TEN,Big Move
TIC,Pullback
TRDA,Big Move
TSAT,Big Move
UI,Big Move
VACI,Big Move
VERA,Pullback
VICR,Big Move
VPG,Big Move
VSH,Big Move
VYX,Pullback & Big Move
WF,Big Move
WING,Big Move
WWW,Pullback
XHLD,Big Move
XP,Pullback
YSS,Big Move
