Ticker,Price,Gain,Vol
AAL,16.04,5.04,1814.3
AAOI,110.21,16.85,932.0
AARD,7.08,7.27,2.7
ABTC,5.85,5.98,9.9
ACRS,5.53,6.35,9.7
ADUR,14.98,8.71,8.4
AEHR,91.71,14.67,273.9
AFRM,75.63,5.76,277.5
AI,9.73,5.99,47.1
AIRJ,5.08,20.09,6.3
AIRO,7.14,5.93,2.5
ALGT,103.48,5.51,46.6
ALIT,19.63,15.61,13.2
ALK,50.21,5.82,150.0
ALM,12.56,13.56,91.5
ALMR,27.07,6.74,5.7
ALNY,220.33,7.21,590.7
ALOY,9.88,12.53,23.8
AMPL,9.52,7.21,17.6
AMPX,10.12,5.42,61.5
AMRC,22.73,7.88,11.7
AMSC,30.99,5.52,24.4
ANF,108.82,9.32,95.5
ANIK,20.74,7.55,1.3
APAM,42.11,7.31,36.0
APEI,53.15,9.57,18.4
APLD,29.49,7.67,586.8
APOG,41.97,5.98,8.2
APPF,191.69,6.38,71.9
APPS,9.0,11.66,24.7
ARES,138.57,8.18,266.3
ARHS,7.9,6.61,8.0
ARIS,14.39,7.71,21.1
ARQQ,18.45,7.71,7.6
ARRY,5.68,8.72,39.2
ARTV,10.76,6.53,3.9
ASST,11.8,6.21,32.0
ASTS,63.52,7.7,928.1
ATEC,10.15,6.62,19.7
ATKR,93.55,28.22,65.6
AUR,6.79,5.27,147.6
AVAV,159.18,6.57,217.9
AVEX,17.85,7.34,31.7
AVR,8.28,5.61,9.0
AXGN,45.73,8.34,53.5
AXON,575.88,9.12,450.3
AXTI,68.67,13.64,531.8
AZTA,29.88,6.22,16.9
BA,233.49,8.03,1268.8
BAND,43.47,11.06,81.8
BAX,28.1,7.42,164.8
BBBY,5.32,5.35,9.7
BCC,83.03,8.71,32.5
BDL,44.6,6.85,1.9
BE,218.32,6.08,3659.3
BETR,27.3,16.17,6.1
BFLY,8.22,15.61,58.6
BIOA,10.78,19.25,18.7
BKE,46.1,5.32,20.5
BLDR,72.48,9.09,173.1
BLSH,22.93,5.23,33.1
BLZE,15.59,13.63,31.6
BOBS,17.54,5.22,15.0
BOOM,7.23,7.27,1.5
BOOT,158.6,6.45,110.7
BOW,33.69,10.13,7.2
BRUN,21.15,5.54,38.4
BTDR,11.37,8.08,107.8
BWIN,29.48,6.27,32.8
BX,134.68,5.42,623.2
BXC,60.51,11.6,8.4
CABO,44.83,12.1,8.6
CAL,14.0,9.03,5.5
CAMT,139.79,5.53,73.2
CCXI,15.47,11.62,46.0
CDNA,47.85,9.47,50.0
CG,48.91,6.28,131.3
CHRN,23.93,8.62,7.2
CHYM,24.26,5.52,112.1
CIFR,24.16,8.24,590.7
CLFD,32.11,6.11,6.2
CLSK,14.65,6.47,333.1
CLW,22.23,5.71,4.2
CNH,10.8,5.37,133.7
CNMD,51.86,12.01,35.8
COHR,288.14,9.6,1344.0
CORZ,22.83,10.18,281.2
COUR,5.9,11.11,40.9
CRDO,218.35,5.49,1310.4
CRML,6.38,16.21,40.4
CROX,134.89,5.37,141.2
CRWD,202.54,6.12,1634.6
CRWV,85.76,19.49,2038.4
CSTL,30.39,8.54,11.1
CSW,343.84,7.81,49.7
CTEV,24.29,6.96,2.7
CVLT,124.93,6.05,99.6
CVNA,66.13,6.05,704.5
CVRX,5.5,6.28,1.2
CWH,6.72,8.56,16.2
DAVE,399.15,7.1,179.9
DBD,77.48,5.29,24.1
DBI,6.52,7.95,2.8
DCTH,13.04,6.71,4.5
DELL,429.02,5.83,2736.5
DFNS,61.5,122.18,239.3
DNA,8.94,10.51,7.4
DOCN,127.17,8.23,459.7
DQ,13.75,12.98,9.6
DUOT,9.07,5.34,7.5
EAF,7.49,11.46,2.6
EAT,225.3,5.43,211.4
ECG,132.62,5.73,72.7
EGO,32.1,6.33,68.0
EH,5.42,5.65,4.8
ELVA,8.77,6.69,23.9
ELVN,58.04,5.89,48.2
ENOV,31.42,7.79,27.4
ENTG,125.2,5.17,390.0
EQPT,20.52,9.44,68.6
ESAB,91.04,5.21,54.3
ESOA,15.29,6.33,2.2
ETN,438.23,5.55,972.7
FAC,5.94,8.0,3.0
FBIN,52.17,5.91,107.6
FERG,250.08,6.72,409.8
FET,70.35,12.25,9.5
FHI,63.94,6.64,34.6
FIGR,26.88,7.91,77.9
FIVN,28.95,5.23,81.8
FLGT,17.61,6.4,5.9
FLY,21.89,7.67,70.3
FOSL,5.89,18.99,4.1
FPS,36.29,9.08,385.8
FRMI,6.03,5.98,130.5
FSLR,232.73,10.28,436.9
FTAI,225.15,9.3,376.6
FTK,26.76,13.68,8.5
FUBO,9.61,8.59,12.6
FVRR,9.46,5.94,8.6
FXHO,11.63,9.92,1.4
GBFH,21.9,5.19,2.4
GCMG,13.17,5.53,7.1
GDDY,88.45,6.9,183.4
GILT,11.7,5.88,5.9
GLAS,10.06,5.56,3.6
GLW,146.64,6.07,2066.7
GO,9.75,6.09,19.7
GPGI,14.77,11.89,19.5
GPK,11.35,5.78,54.2
GRRR,11.7,5.5,17.4
GSHD,65.65,5.9,39.1
GSIT,6.07,8.2,4.4
GTES,29.38,5.0,52.5
HAPN,20.44,6.79,31.5
HAWK,22.36,5.47,19.4
HCKT,11.31,5.5,4.2
HELE,29.03,5.07,15.9
HIMS,30.82,10.98,460.2
HLMN,8.31,5.59,9.2
HLNE,94.91,6.75,61.2
HNI,47.65,5.87,25.8
HNRG,14.94,5.06,11.1
HOV,130.38,5.23,18.3
HPP,14.49,5.23,9.5
HQ,13.79,14.16,6.8
HRI,163.93,9.18,88.2
HSAI,17.79,5.27,26.0
HTFL,26.76,6.06,28.7
HYMC,20.62,5.58,30.7
IART,17.88,7.39,19.2
ICHR,80.23,6.59,84.5
IE,9.7,6.01,17.8
IMAX,51.0,6.61,71.9
INFQ,10.98,11.7,96.7
INTG,30.32,6.61,4.0
INTT,13.26,7.37,2.4
IONQ,38.85,6.61,726.3
IONS,54.49,5.25,278.1
IR,87.78,5.28,365.4
IREN,39.75,8.02,1782.5
IRTC,124.66,6.39,62.7
ISRG,375.41,6.25,1484.7
ISSC,19.47,6.45,5.4
JBI,5.42,5.65,5.7
