Ticker,Type
AAL,Big Move
AAP,Pullback & Big Move
ABCL,Big Move
ABSI,Big Move
ACHV,Big Move
ADPT,Big Move
AFRM,Big Move
AGMB,Big Move
AGNT,Big Move
AGX,Pullback
AGYS,Big Move
ALKT,Big Move
ALOY,Pullback
AMPG,Pullback
ANAB,Pullback
ANF,Big Move
ANGI,Big Move
AORT,Big Move
APH,Pullback
APPS,Big Move
ARHS,Big Move
ASBP,Big Move
ATEX,Pullback
AVBP,Pullback
AZTA,Big Move
BBNX,Big Move
BBW,Big Move
BCC,Big Move
BCRX,Big Move
BGSI,Big Move
BIRD,Pullback
BIRK,Pullback & Big Move
BKD,Big Move
BKNG,Big Move
BLDR,Big Move
BLFS,Pullback
BNTC,Big Move
BOBS,Big Move
BRCB,Big Move
BRKR,Big Move
BXC,Big Move
CAI,Pullback
CAL,Big Move
CAVA,Pullback & Big Move
CBT,Big Move
CC,Big Move
CCS,Big Move
CCXI,Big Move
CDNA,Big Move
CDNL,Big Move
CELC,Big Move
CHWY,Big Move
CIFR,Pullback
CLW,Big Move
CMPS,Pullback
COHR,Pullback
COMP,Big Move
COOK,Big Move
COUR,Big Move
CPNG,Pullback
CRDO,Pullback
CRL,Big Move
CSL,Big Move
CTNM,Big Move
CUPR,Big Move
CWH,Pullback
CWST,Big Move
CYRX,Big Move
DFH,Big Move
DFTX,Big Move
DHI,Big Move
DHR,Big Move
DKS,Pullback
DLTR,Big Move
DNA,Big Move
DNUT,Pullback
DOO,Pullback
DRVN,Big Move
EBS,Big Move
ECO,Pullback
ELAN,Pullback
EQPT,Pullback
EVTC,Pullback
EXP,Big Move
EXPE,Big Move
FBIN,Big Move
FCEL,Pullback
FIGS,Big Move
FLGT,Big Move
FLYW,Big Move
FND,Big Move
FNKO,Big Move
FOR,Big Move
FOUR,Big Move
FOXF,Big Move
FRMI,Pullback
FRO,Pullback
FWRG,Big Move
GDDY,Big Move
GENB,Big Move
GFF,Big Move
GHM,Big Move
GLBE,Big Move
GLW,Big Move
GPCR,Big Move
GPGI,Pullback
GPK,Pullback & Big Move
GRAL,Big Move
GRBK,Big Move
GRND,Pullback
GRPN,Big Move
GSHD,Big Move
GT,Big Move
HAYW,Big Move
HD,Big Move
HELE,Big Move
HIVE,Pullback
HLMN,Big Move
HNI,Big Move
HOOD,Pullback
HOV,Big Move
HZO,Big Move
IBP,Big Move
IBRX,Big Move
ICCM,Big Move
ICHR,Pullback
ICLR,Big Move
ICUI,Big Move
IESC,Big Move
ILMN,Big Move
INDP,Pullback
INMD,Big Move
IQV,Big Move
JACK,Big Move
JAN,Big Move
JBI,Big Move
JHX,Big Move
KBH,Big Move
KEEL,Pullback
KMTS,Big Move
KOD,Pullback
KRUS,Big Move
KSS,Big Move
LEN,Big Move
LGIH,Big Move
LIF,Big Move
LIFE,Big Move
LII,Big Move
LINC,Pullback
LMRI,Big Move
LOVE,Big Move
LPX,Big Move
LYFT,Pullback
M,Big Move
MANE,Big Move
MARA,Pullback
MAS,Big Move
MBC,Big Move
MDWD,Big Move
MEDP,Big Move
MHK,Big Move
MHO,Big Move
MKSI,Pullback
MLKN,Big Move
MLTX,Pullback
MMED,Pullback
MMYT,Big Move
MPLT,Big Move
MRVI,Big Move
MRX,Pullback
MTH,Big Move
MWH,Big Move
MYE,Big Move
MYGN,Big Move
NAVI,Big Move
NBIS,Pullback
NEO,Big Move
NP,Pullback
NTRA,Big Move
NUAI,Pullback
NUVB,Big Move
NVR,Big Move
NVRI,Pullback
NWL,Big Move
NX,Big Move
NXTS,Pullback
OC,Big Move
OCC,Pullback
OI,Big Move
ONON,Big Move
ONT,Big Move
OPY,Pullback
ORIC,Big Move
OSCR,Pullback
OWLT,Big Move
PACK,Big Move
PAR,Big Move
PAY,Big Move
PD,Pullback
PENG,Pullback
PHM,Big Move
PLAY,Big Move
PLSM,Big Move
PLXS,Pullback
POOL,Big Move
PRIM,Big Move
PSNL,Big Move
PTON,Big Move
PVLA,Big Move
RDVT,Pullback
REAL,Big Move
RELY,Big Move
REYN,Big Move
RGEN,Big Move
RH,Big Move
RHI,Pullback
RIOT,Pullback
RKT,Big Move
ROCK,Big Move
ROIV,Big Move
RRGB,Big Move
RUN,Big Move
RVLV,Big Move
RVTY,Big Move
RZLV,Pullback
SAIC,Pullback
SANM,Pullback
SBH,Big Move
SDHC,Big Move
SEG,Big Move
SEPN,Pullback
SEZL,Big Move
SFM,Pullback
SG,Pullback & Big Move
SHC,Big Move
SHOP,Big Move
SITE,Big Move
SKY,Big Move
SLGN,Big Move
SLN,Big Move
SMG,Big Move
SMTI,Big Move
SNDA,Big Move
SNEX,Pullback
SON,Big Move
SOPH,Big Move
SPHR,Pullback
STTK,Big Move
STUB,Pullback
SUNE,Pullback
SVV,Big Move
SWK,Big Move
SYRE,Pullback
TEM,Big Move
TGT,Big Move
THC,Pullback
TILE,Big Move
TKNO,Big Move
TLX,Big Move
TMDX,Big Move
TOL,Big Move
TOST,Big Move
TREX,Big Move
TTMI,Pullback
TWST,Big Move
TXG,Big Move
UA,Pullback
UAA,Pullback
UAL,Big Move
UBER,Big Move
UBXG,Big Move
UFPI,Big Move
UMC,Big Move
VCYT,Big Move
VNCE,Big Move
VYX,Pullback & Big Move
W,Big Move
WD,Pullback
WDFC,Big Move
WEN,Big Move
WEST,Big Move
WGS,Big Move
WINA,Big Move
WIX,Big Move
WMS,Big Move
WRLD,Big Move
WULF,Pullback
WWW,Pullback
XMTR,Pullback
XZO,Big Move
ZBIO,Big Move
ZUMZ,Big Move
