Ticker,Type
ADBE,Big Move
AEO,Pullback
AIR,Pullback
ALMU,Big Move
AMBP,Pullback
ANIK,Big Move
APA,Big Move
ASH,Big Move
AVAH,Pullback
AVTX,Pullback
AXON,Pullback
AZTA,Pullback
BCC,Pullback
BH,Pullback
BIIB,Pullback
BLKB,Big Move
BLLN,Pullback
BRBR,Pullback
BRKR,Pullback
CAKE,Big Move
CBRL,Big Move
CGAU,Big Move
CHEF,Big Move
CHRD,Big Move
CHYM,Pullback
CLDX,Big Move
CLH,Big Move
CLW,Big Move
CNMD,Pullback
CNQ,Big Move
COTY,Pullback
COUR,Big Move
CRAI,Big Move
CRGY,Big Move
CRSR,Pullback
CRTO,Big Move
CVE,Big Move
DDOG,Big Move
DOMO,Pullback
DOW,Big Move
DRVN,Pullback
DXC,Big Move
DYN,Pullback
E,Big Move
EDU,Big Move
EGO,Pullback
ELF,Pullback
EQNR,Big Move
EVER,Pullback
GDYN,Big Move
GEHC,Big Move
GKOS,Big Move
GRMN,Big Move
GRPN,Pullback
HCKT,Big Move
HURN,Big Move
IBP,Pullback
INTU,Big Move
LAD,Big Move
LBRX,Big Move
LIF,Pullback
LIFE,Big Move
LOPE,Big Move
LQDA,Pullback
MAAS,Big Move
MAMA,Pullback
MASS,Big Move
MBIN,Big Move
MBX,Big Move
MGNI,Pullback
MGY,Big Move
MMYT,Big Move
MTDR,Big Move
MUR,Big Move
NEO,Big Move
NOG,Big Move
NP,Big Move
NTAP,Pullback
NUVB,Pullback
NVST,Big Move
OPCH,Big Move
ORIC,Pullback
OSCR,Pullback
OXM,Pullback
PARR,Big Move
PHOE,Big Move
PJT,Pullback
PN,Big Move
PR,Big Move
PRDO,Big Move
PRGS,Big Move
PRM,Pullback
QUAD,Big Move
QURE,Big Move
RCKY,Big Move
REAL,Pullback
REZI,Pullback
RGEN,Pullback
RIGL,Pullback
RYZ,Pullback
SAH,Big Move
SBAC,Big Move
SBET,Pullback
SCL,Big Move
SGRY,Big Move
SHEN,Big Move
SM,Big Move
SMG,Pullback
SMTI,Big Move
SNDA,Pullback
SPRC,Big Move
SSL,Big Move
STAA,Big Move
STRA,Big Move
TEVA,Big Move
TRDA,Big Move
TRIP,Pullback
TRVI,Pullback
TTAN,Big Move
UFPT,Pullback
UPWK,Pullback
VG,Pullback & Big Move
VGNT,Pullback
VITL,Pullback
VOR,Pullback
VRRM,Big Move
VSTM,Pullback
VXX,Big Move
W,Pullback
WK,Big Move
WTI,Pullback
XNCR,Pullback
XRAY,Big Move
YARW,Big Move
YOU,Big Move
ZBIO,Pullback
ZSQR,Big Move
