Ticker,Price,ADR,Support,Dist
ABEO,6.53,5.87,E21,0.43
ABVX,134.09,5.83,E9,0.32
ACRS,5.69,6.04,E9,2.58
ADPT,22.58,6.17,E9,2.78
AEO,17.36,4.29,E9,1.61
ALGN,177.5,4.16,E9,0.03
ALHC,21.5,6.04,E9,1.8
AMBP,4.69,4.0,E9,1.75
AMN,34.2,5.16,E9,1.67
AMPL,9.59,6.66,E9,1.6
ANDG,42.8,6.53,E9,1.19
ANET,174.58,5.89,E9,0.84
ANF,92.06,4.36,E9,1.0
ANRO,27.07,9.15,E9,0.59
APPN,25.35,4.89,E9,0.3
ARLO,13.24,4.98,E9,0.76
ARQT,28.26,4.64,E9,1.92
ASAN,7.39,6.31,E9,0.34
ASTH,45.46,4.98,E9,0.88
ATEN,36.43,4.11,E9,0.15
ATRC,34.51,4.59,E9,0.7
AVAH,9.74,4.47,E9,1.38
AVPT,13.01,4.12,E9,1.12
AVTR,10.99,4.63,E9,1.61
AVTX,18.82,7.25,E9,0.78
AZTA,26.59,4.67,E9,1.79
BAND,70.36,8.3,E9,0.19
BBAR,20.06,5.45,E9,0.82
BBNX,17.62,7.13,E9,2.83
BCAX,28.15,5.77,E9,0.56
BH,393.57,5.97,E9,0.91
BHVN,15.51,6.74,E9,2.02
BIIB,203.16,4.12,E9,0.14
BILL,44.26,4.48,E9,2.44
BIOA,22.65,7.27,E9,0.8
BKD,15.19,4.29,E9,1.67
BLFS,29.19,4.54,E9,1.03
BLKB,31.53,5.39,E9,0.52
BLMN,8.44,5.62,E9,0.41
BMA,92.77,4.72,E9,0.97
BMI,145.87,4.03,E9,0.2
BOBS,15.52,6.44,E9,0.66
BRBR,12.66,6.74,E9,2.44
BRKR,60.43,4.55,E9,2.6
BWIN,26.15,5.16,E9,1.82
CANF,3.38,12.86,E9,1.23
CBZ,40.94,5.15,E9,1.62
CCC,6.1,5.7,E9,1.96
CCXI,14.83,10.5,E9,1.08
CERT,6.85,5.93,E9,0.39
CGEM,18.06,5.99,E9,2.15
CGON,71.72,5.79,E9,0.59
CHWY,21.51,4.53,E9,1.86
CHYM,22.33,6.08,E9,2.8
CLYM,13.1,7.85,E9,0.83
CMPR,100.47,4.23,E9,0.54
CNMD,41.88,5.68,E9,1.3
COGT,39.64,4.74,E9,2.08
COLL,35.85,4.05,E9,0.03
COMP,11.42,5.53,E21,0.32
CRAI,167.5,4.31,E9,0.67
CRS,588.99,4.12,E9,2.68
CRTO,21.57,5.45,E9,2.37
CRVS,14.47,5.93,E9,0.55
CRWD,191.15,5.49,E21,0.16
CVLT,146.49,4.2,E9,0.59
CXW,32.08,4.27,E9,2.66
CYRX,16.24,4.95,E9,1.06
DASH,188.04,4.19,E9,0.1
DCO,175.11,4.56,E9,2.14
DDOG,254.79,5.36,E9,0.65
DFIN,49.07,4.05,E9,2.63
DFTX,45.08,7.77,E9,1.38
DIN,35.34,4.33,E9,0.08
DJCO,595.43,4.32,E9,1.22
