Ticker,Type
ABUS,Big Move
ABX,Big Move
AFRM,Pullback
AGEN,Big Move
AIAI,Big Move
ALB,Big Move
ALGT,Big Move
ALIT,Big Move
ALMS,Big Move
ALOY,Pullback & Big Move
AMR,Big Move
ANAB,Pullback
ANET,Pullback
ANF,Pullback
ASTS,Big Move
ATEC,Pullback
ATEX,Big Move
AXGN,Big Move
BDSX,Big Move
BGC,Big Move
BHC,Pullback
BJ,Big Move
BKKT,Big Move
BLMN,Big Move
BMM,Big Move
BNTX,Big Move
BOOT,Pullback
BRCB,Big Move
BRKR,Pullback
BWLP,Big Move
CADL,Big Move
CAKE,Big Move
CAL,Big Move
CBIO,Big Move
CBRL,Pullback
CCJ,Big Move
CERT,Pullback
CHPT,Big Move
CLDX,Pullback
CMP,Big Move
CRBP,Big Move
CRMD,Pullback
CRML,Big Move
CRVS,Pullback
CSHR,Big Move
CSW,Pullback
CTEV,Big Move
CTNM,Big Move
CVI,Big Move
CVSA,Pullback
CVV,Big Move
DAO,Big Move
DAR,Pullback
DAVE,Big Move
DCBO,Big Move
DCH,Big Move
DJCO,Pullback
DJT,Big Move
DK,Big Move
DLO,Big Move
DNA,Big Move
DOCS,Pullback
DUOT,Pullback
EAT,Big Move
EBS,Big Move
EDRY,Big Move
EGO,Big Move
EIKN,Big Move
EL,Big Move
ELMT,Big Move
ELVR,Big Move
EPC,Pullback
EQX,Big Move
ETON,Big Move
EVER,Pullback
EXK,Pullback
EZPW,Big Move
FCEL,Big Move
FCFS,Big Move
FCX,Big Move
FIGR,Big Move
FIRY,Pullback
FIVE,Big Move
FRPT,Pullback
FRSH,Pullback
FSLY,Pullback & Big Move
FTAI,Big Move
FUBO,Pullback
FUTU,Big Move
FVN,Big Move
GDDY,Pullback
GFI,Big Move
GLOB,Pullback
GLSI,Big Move
GMRS,Pullback
GRRR,Big Move
HBM,Big Move
HCA,Big Move
HELE,Big Move
HIMS,Big Move
HMY,Big Move
HOOD,Big Move
HOV,Big Move
HQ,Big Move
HROW,Pullback
HTFL,Big Move
HY,Big Move
ICL,Big Move
ICLR,Pullback
IE,Big Move
IMSR,Big Move
INFQ,Big Move
IONQ,Pullback & Big Move
IPX,Big Move
IQMX,Big Move
JACK,Pullback
JUNS,Big Move
LAR,Big Move
LEU,Pullback & Big Move
LFST,Pullback
LMND,Big Move
LMRI,Big Move
LPTH,Big Move
LTBR,Big Move
MAZE,Pullback
MB,Big Move
MC,Pullback
MDLN,Big Move
METC,Big Move
MNKD,Pullback
MP,Big Move
MRNA,Big Move
MU,Pullback
NCNO,Pullback
NCTY,Big Move
NET,Pullback & Big Move
NEXA,Big Move
NEXN,Big Move
NINE,Big Move
NKLR,Big Move
NN,Pullback
NOW,Pullback
NTES,Big Move
NUTX,Pullback
NVAX,Big Move
NWL,Pullback & Big Move
NXE,Big Move
ODD,Big Move
ODTX,Big Move
OI,Big Move
ONDS,Pullback
ONT,Big Move
OOMA,Big Move
OXM,Big Move
PARR,Pullback & Big Move
PAYP,Big Move
PBF,Big Move
PGY,Big Move
PI,Pullback
PICS,Big Move
PLSE,Big Move
PNRG,Pullback
PONY,Pullback & Big Move
PRAA,Big Move
PRCH,Pullback
PRCT,Pullback
PRE,Big Move
PSKY,Pullback
PSN,Big Move
PSQH,Big Move
PWRL,Big Move
QBTS,Pullback & Big Move
QMCO,Big Move
QUBT,Pullback & Big Move
QURE,Pullback
RDW,Pullback
REA,Big Move
RELY,Big Move
REPL,Big Move
RFAI,Big Move
RGTI,Pullback & Big Move
RIG,Pullback
RIVN,Big Move
RRGB,Big Move
RUM,Big Move
RZLT,Big Move
SATL,Big Move
SBSW,Big Move
SCCO,Big Move
SDOT,Big Move
SENS,Big Move
SG,Big Move
SGML,Big Move
SILC,Big Move
SKM,Big Move
SLS,Big Move
SLSR,Big Move
SMMT,Big Move
SOFI,Big Move
SOUN,Pullback & Big Move
SPT,Pullback
SRPT,Pullback
STGW,Pullback
SUPX,Big Move
SVV,Pullback
SWMR,Pullback
TDW,Pullback
TGB,Big Move
TGTX,Big Move
TIC,Big Move
TIGR,Big Move
TITN,Big Move
TKNO,Big Move
TOP,Big Move
TRAX,Pullback
TRI,Pullback
TRLV,Big Move
TSLA,Big Move
TWI,Big Move
TWLO,Pullback
TWST,Big Move
UEC,Big Move
UFI,Big Move
UMAC,Big Move
UPST,Pullback
USAR,Big Move
USPH,Pullback
UUUU,Big Move
VAC,Pullback
VAL,Pullback
VCX,Big Move
VEEE,Big Move
VEON,Big Move
VG,Pullback
VGNT,Big Move
VIR,Big Move
VIRT,Big Move
VPG,Big Move
WBTN,Big Move
WGS,Big Move
WPM,Big Move
WRD,Big Move
WXM,Pullback
WYHG,Pullback
XNDU,Big Move
XP,Big Move
ZLAB,Pullback
ZYME,Big Move
